Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450080231;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.400579814741705, 48.90554817914073], ""type"": ""Point""}";48.90554817914073, 2.400579814741705
450080233;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.4106235147194086, 48.90168393063012], ""type"": ""Point""}";48.90168393063012, 2.4106235147194086
450080237;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.40149545880127, 48.90875329322455], ""type"": ""Point""}";48.90875329322455, 2.40149545880127
450080243;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.4096778394019336, 48.90218333426307], ""type"": ""Point""}";48.90218333426307, 2.4096778394019336
450080301;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;OUI;;;;"{""coordinates"": [2.3136529877922007, 48.808919309192305], ""type"": ""Point""}";48.808919309192305, 2.3136529877922007
450080306;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;OUI;;;;"{""coordinates"": [2.3050534432750585, 48.80142886859574], ""type"": ""Point""}";48.80142886859574, 2.3050534432750585
450080313;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;OUI;;;;"{""coordinates"": [2.3063958121330024, 48.80771160177088], ""type"": ""Point""}";48.80771160177088, 2.3063958121330024
450080771;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3652954436920055, 48.89628677924479], ""type"": ""Point""}";48.89628677924479, 2.3652954436920055
450080695;FONTAINE_BOIS;Santa Cole Atlantida;20;;RUE HELENE ET FRANÇOIS MISSOFFE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3212535753580124, 48.89978171227602], ""type"": ""Point""}";48.89978171227602, 2.3212535753580124
450080628;FONTAINE_BOIS;GHM Bois;6;;RUE DU BOCAGE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3053249104040234, 48.830659903792466], ""type"": ""Point""}";48.830659903792466, 2.3053249104040234
450080254;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.408065708168044, 48.90290035985342], ""type"": ""Point""}";48.90290035985342, 2.408065708168044
450080259;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.40713932965666, 48.90335400524737], ""type"": ""Point""}";48.90335400524737, 2.40713932965666
450080262;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.405057210490426, 48.90772013977322], ""type"": ""Point""}";48.90772013977322, 2.405057210490426
450080191;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.3787639890541423, 48.76235295487409], ""type"": ""Point""}";48.76235295487409, 2.3787639890541423
450080203;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2024-04-02T04:00:00+02:00;2024-09-02T04:00:00+02:00;APP A REPARER;"{""coordinates"": [2.3716970569461666, 48.76227244391295], ""type"": ""Point""}";48.76227244391295, 2.3716970569461666
450080278;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;OUI;;;;"{""coordinates"": [2.3673149322440854, 48.8106311011595], ""type"": ""Point""}";48.8106311011595, 2.3673149322440854
450080225;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;OUI;;;;"{""coordinates"": [2.350166893991403, 48.90547518792099], ""type"": ""Point""}";48.90547518792099, 2.350166893991403
450085047;FONTAINE_BOIS;Wallace Bois;;13F;ROUTE DE LA FERME;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4606836904176217, 48.82532999420728], ""type"": ""Point""}";48.82532999420728, 2.4606836904176217
450071384;FONTAINE_TOTEM;Fontaine Totem sur Brcht;;9F;QUAI ANATOLE FRANCE;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3249421822693184, 48.861005938037934], ""type"": ""Point""}";48.861005938037934, 2.3249421822693184
450019329;FONTNE_WALLACE;Caryatides;;197;BOULEVARD VOLTAIRE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3882487008551063, 48.85313847674169], ""type"": ""Point""}";48.85313847674169, 2.3882487008551063
450070387;FONTNE_WALLACE;Caryatides;58F;;RUE DE DOMREMY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3694460132769084, 48.828316571949394], ""type"": ""Point""}";48.828316571949394, 2.3694460132769084
450019274;FONTNE_WALLACE;Brumisante;;;AVENUE NIEL;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.295460180931918, 48.88152697743684], ""type"": ""Point""}";48.88152697743684, 2.295460180931918
450070509;FONTNE_WALLACE;Brumisante;66;;AVENUE D IVRY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.363919374083235, 48.82431193781796], ""type"": ""Point""}";48.82431193781796, 2.363919374083235
450071166;FONTNE_WALLACE;Caryatides;;17F;RUE GEOFFROY SAINT HILAIRE;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3564182801126745, 48.83975979799995], ""type"": ""Point""}";48.83975979799995, 2.3564182801126745
450080487;FTNE_PETILLANTE;Fontaine pétillante;1;1;PLACE LEON BLUM;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3795846565252194, 48.85879049365507], ""type"": ""Point""}";48.85879049365507, 2.3795846565252194
450024984;BORNE_FONTAINE;GHM Ville de Paris;;13F;QUAI D AUSTERLITZ;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3728729184298025, 48.83840070988659], ""type"": ""Point""}";48.83840070988659, 2.3728729184298025
450085115;FONTAINE_2EN1;Mât source;;67;QUAI JACQUES CHIRAC;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.292089966593365, 48.85774929159559], ""type"": ""Point""}";48.85774929159559, 2.292089966593365
450085119;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;80;;RUE VITRUVE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4080395847931513, 48.85980432473521], ""type"": ""Point""}";48.85980432473521, 2.4080395847931513
450085160;FONTAINE_2EN1;Mât source;1;;RUE GUILLAUMOT;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3778632916031888, 48.84584370871568], ""type"": ""Point""}";48.84584370871568, 2.3778632916031888
450085295;FONTAINE_2EN1;Mât source;;;RUE D ORAN;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3530279647115786, 48.8890229433327], ""type"": ""Point""}";48.8890229433327, 2.3530279647115786
450085255;FONTAINE_2EN1;Brumisation basse pression;14;;RUE EMILIO CASTELAR;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3766416583524985, 48.84894809207708], ""type"": ""Point""}";48.84894809207708, 2.3766416583524985
450085256;FONTAINE_2EN1;Mât source;32;;RUE EDOUARD PAILLERON;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3777612757086883, 48.88093116433864], ""type"": ""Point""}";48.88093116433864, 2.3777612757086883
450085283;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;53;RUE DE BERCY;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.382309340986977, 48.837622884343055], ""type"": ""Point""}";48.837622884343055, 2.382309340986977
450071356;FONTAINE_ARCEAU;Fontaine Arceau;;131;AVENUE DE FRANCE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3746599376339157, 48.83112962167844], ""type"": ""Point""}";48.83112962167844, 2.3746599376339157
450077073;FONTAINE_ARCEAU;Fontaine Arceau;74 Face;;RUE D ASSAS;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3322367926296317, 48.84514858092973], ""type"": ""Point""}";48.84514858092973, 2.3322367926296317
450080587;FONTAINE_ARCEAU;Fontaine Arceau;12;;RUE GEORGES THILL;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3891107646546104, 48.88669015104042], ""type"": ""Point""}";48.88669015104042, 2.3891107646546104
450080480;FONTAINE_ARCEAU;Fontaine Arceau;;11F;PLACE DE LA NATION;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3964737563638745, 48.84928893015025], ""type"": ""Point""}";48.84928893015025, 2.3964737563638745
450024967;FONTAINE_BOIS;GHM Bois;;;ALLEE THOMY THIERRY;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.297701286551988, 48.855141159278304], ""type"": ""Point""}";48.855141159278304, 2.297701286551988
450069581;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;BOULEVARD MARGUERITE DE ROCHECHOUART;PARIS 9EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.344252257880774, 48.882580144777506], ""type"": ""Point""}";48.882580144777506, 2.344252257880774
450071805;FONTAINE_BOIS;GHM Bois;;19F;RUE DE BIEVRE;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3501619934742224, 48.85055655720966], ""type"": ""Point""}";48.85055655720966, 2.3501619934742224
450071813;FONTAINE_BOIS;GHM Bois;;;SQUARE VIVIANI;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.347930982626103, 48.85228013441672], ""type"": ""Point""}";48.85228013441672, 2.347930982626103
450071815;FONTAINE_BOIS;GHM Bois;;3F;PLACE DU PUITS DE L ERMITE;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.353987727790386, 48.842238780944875], ""type"": ""Point""}";48.842238780944875, 2.353987727790386
450072169;FONTAINE_BOIS;GHM Bois;;;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3821445170894493, 48.83615224061477], ""type"": ""Point""}";48.83615224061477, 2.3821445170894493
450072235;FONTAINE_BOIS;GHM Bois;;;SQUARE HELENE BOUCHER;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3603330118120285, 48.81867701721717], ""type"": ""Point""}";48.81867701721717, 2.3603330118120285
450071930;FONTAINE_BOIS;GHM Bois;106F;;QUAI DE JEMMAPES;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3636880847020634, 48.87365613377991], ""type"": ""Point""}";48.87365613377991, 2.3636880847020634
450072614;FONTAINE_BOIS;GHM Bois;;;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3842676651229344, 48.87087945325192], ""type"": ""Point""}";48.87087945325192, 2.3842676651229344
450072431;FONTAINE_BOIS;GHM Bois;;;AVENUE EDOUARD VAILLANT;PARIS 16EME ARRONDISSEMENT;NON;2020-09-10T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.255352026543305, 48.836432135359345], ""type"": ""Point""}";48.836432135359345, 2.255352026543305
450072274;FONTAINE_BOIS;Ville de Paris Bois;;;RUE DU MOULIN VERT;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.320937330498887, 48.83098176607648], ""type"": ""Point""}";48.83098176607648, 2.320937330498887
450072293;FONTAINE_BOIS;Bayard D1;;;RUE D ALESIA;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3107531177263305, 48.8326444504914], ""type"": ""Point""}";48.8326444504914, 2.3107531177263305
450072322;FONTAINE_BOIS;Bayard D1;12F;;RUE ALEXANDRE CABANEL;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.301746188442981, 48.84845798499131], ""type"": ""Point""}";48.84845798499131, 2.301746188442981
450072323;FONTAINE_BOIS;GHM Bois;;;AVENUE ALBERT BARTHOLOME;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2933336880367157, 48.828945515459715], ""type"": ""Point""}";48.828945515459715, 2.2933336880367157
450072451;FONTAINE_BOIS;GHM Bois;;59;RUE BAYEN;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2906442864217373, 48.882216317492784], ""type"": ""Point""}";48.882216317492784, 2.2906442864217373
450071872;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PLACE DE LA REP DOMINICAINE;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.310243230972496, 48.87943351748601], ""type"": ""Point""}";48.87943351748601, 2.310243230972496
450071876;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3079835991220246, 48.87976326917844], ""type"": ""Point""}";48.87976326917844, 2.3079835991220246
450072570;FONTAINE_BOIS;GHM Bois;;53F;RUE EMILE BOLLAERT;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.374488628627207, 48.89998683147716], ""type"": ""Point""}";48.89998683147716, 2.374488628627207
450070526;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES LACS A PASSY;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2624773410869694, 48.85759187965221], ""type"": ""Point""}";48.85759187965221, 2.2624773410869694
450071912;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE BERLIOZ;PARIS 9EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.330075337078843, 48.883252959847866], ""type"": ""Point""}";48.883252959847866, 2.330075337078843
450077179;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.408349623027812, 48.87941386302895], ""type"": ""Point""}";48.87941386302895, 2.408349623027812
450077656;FONTAINE_BOIS;Ville de Paris Bois;;;RUE LE TASSE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2857638425508076, 48.862219404888734], ""type"": ""Point""}";48.862219404888734, 2.2857638425508076
450077655;FONTAINE_BOIS;Ville de Paris Bois;;;CHEMIN SAN FERNANDO;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2840853162794605, 48.862678786499536], ""type"": ""Point""}";48.862678786499536, 2.2840853162794605
450077667;FONTAINE_BOIS;Wallace Bois;;;AVENUE DU BEL AIR;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4200377493864114, 48.84322848221157], ""type"": ""Point""}";48.84322848221157, 2.4200377493864114
450077696;FONTAINE_BOIS;;;;AVENUE TRAVOT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3287750919281076, 48.88792748208486], ""type"": ""Point""}";48.88792748208486, 2.3287750919281076
450077718;FONTAINE_BOIS;;;;AVENUE DE L OUEST;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.325158960313949, 48.839894922543294], ""type"": ""Point""}";48.839894922543294, 2.325158960313949
450077150;FONTAINE_BOIS;Santa Cole Atlantida;;13F;RUE DE LA MONTAGNE DE LA FAGE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2758707067660695, 48.84035749819345], ""type"": ""Point""}";48.84035749819345, 2.2758707067660695
450077476;FONTAINE_BOIS;Salamandre;;;RUE DE CROULEBARBE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.34967230456953, 48.83299084521235], ""type"": ""Point""}";48.83299084521235, 2.34967230456953
450077503;FONTAINE_BOIS;GHM Bois;;;ALLEE DES CARDINOUX;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3721263547773086, 48.89991081624743], ""type"": ""Point""}";48.89991081624743, 2.3721263547773086
450077531;FONTAINE_BOIS;GHM Bois;;;SQUARE GEORGES MELIES;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.40821800791558, 48.840536450592936], ""type"": ""Point""}";48.840536450592936, 2.40821800791558
450080311;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;OUI;;;;"{""coordinates"": [2.306086605545039, 48.803841172320396], ""type"": ""Point""}";48.803841172320396, 2.306086605545039
450080169;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.3779090660246864, 48.76084991093307], ""type"": ""Point""}";48.76084991093307, 2.3779090660246864
450080253;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.4148169894423708, 48.909213143057336], ""type"": ""Point""}";48.909213143057336, 2.4148169894423708
450080187;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.37903121036382, 48.757061817885926], ""type"": ""Point""}";48.757061817885926, 2.37903121036382
450080287;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;OUI;;;;"{""coordinates"": [2.366064246938232, 48.81024883693757], ""type"": ""Point""}";48.81024883693757, 2.366064246938232
450070406;FONTNE_WALLACE;Caryatides;;;RUE DE L ANNONCIATION;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2776823000015023, 48.85779181181678], ""type"": ""Point""}";48.85779181181678, 2.2776823000015023
450019273;FONTNE_WALLACE;Caryatides;112;;AVENUE DE VILLIERS;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2982835898135154, 48.88489527123674], ""type"": ""Point""}";48.88489527123674, 2.2982835898135154
450085273;FONTNE_WALLACE;Caryatides;;;RUE DE LA CHAPELLE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.358902811108818, 48.89576752881933], ""type"": ""Point""}";48.89576752881933, 2.358902811108818
450070923;FTNE_MILLENAIRE;Fontaine du Millénaire;;1F;RUE SAINTE LEONIE;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3201649390104255, 48.83367746017774], ""type"": ""Point""}";48.83367746017774, 2.3201649390104255
450085241;FONTAINE_2EN1;Mât source;128;;BOULEVARD MURAT;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2596352955052263, 48.837081486584836], ""type"": ""Point""}";48.837081486584836, 2.2596352955052263
450085269;FONTAINE_2EN1;Mât source;;23;AVENUE DU PARC DES PRINCES;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2546560008618743, 48.84096174330729], ""type"": ""Point""}";48.84096174330729, 2.2546560008618743
450085126;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;123;;RUE SAINT ANTOINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.360351391515629, 48.85526450508526], ""type"": ""Point""}";48.85526450508526, 2.360351391515629
450085127;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;43;RUE BAUDRICOURT;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3636307629845885, 48.826468626807916], ""type"": ""Point""}";48.826468626807916, 2.3636307629845885
450085132;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;;AVENUE F DELANO ROOSEVELT;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3103084398187312, 48.86801956499572], ""type"": ""Point""}";48.86801956499572, 2.3103084398187312
450077074;FONTAINE_ARCEAU;Fontaine Arceau;;71;QUAI D AUSTERLITZ;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3676210498637213, 48.84193570086969], ""type"": ""Point""}";48.84193570086969, 2.3676210498637213
450077011;FONTAINE_ARCEAU;Fontaine Arceau;154;;AVENUE EMILE ZOLA;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.295699696173643, 48.84695985778524], ""type"": ""Point""}";48.84695985778524, 2.295699696173643
450025526;FONTAINE_BOIS;Wallace Bois;;;AVENUE DES TRIBUNES;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.423742204885245, 48.82944657582639], ""type"": ""Point""}";48.82944657582639, 2.423742204885245
450024933;FONTAINE_BOIS;GHM Bois;;;PLACE PAUL VERLAINE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3520281762137394, 48.82793683093271], ""type"": ""Point""}";48.82793683093271, 2.3520281762137394
450072450;FONTAINE_BOIS;Ville de Paris Bois;;;SQUARE CDL PETIT DE JULLEVILLE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2826365419100996, 48.88330912212006], ""type"": ""Point""}";48.88330912212006, 2.2826365419100996
450072180;FONTAINE_BOIS;GHM Bois;;;AVENUE EMILE LAURENT;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4111571391749154, 48.84078956872964], ""type"": ""Point""}";48.84078956872964, 2.4111571391749154
450072296;FONTAINE_BOIS;Particulier;;;RUE DES ARBUSTES;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.307890283573299, 48.82859588541924], ""type"": ""Point""}";48.82859588541924, 2.307890283573299
450071818;FONTAINE_BOIS;Wallace Bois;;1B;JARDIN MARCO POLO;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.336912616691828, 48.84240891892341], ""type"": ""Point""}";48.84240891892341, 2.336912616691828
450071845;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE CHARLES RISLER;PARIS 7EME ARRONDISSEMENT;NON;2020-05-05T04:00:00+02:00;;APP A RENOUVELER;"{""coordinates"": [2.3005007203573546, 48.85375845288807], ""type"": ""Point""}";48.85375845288807, 2.3005007203573546
450071922;FONTAINE_BOIS;GHM Bois;8;;RUE DES RECOLLETS;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.362445974855984, 48.875366130635584], ""type"": ""Point""}";48.875366130635584, 2.362445974855984
450071834;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE D AJACCIO;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.314611882285328, 48.85764995237583], ""type"": ""Point""}";48.85764995237583, 2.314611882285328
450072389;FONTAINE_BOIS;Particulier;;119;BOULEVARD LEFEBVRE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.298180152858909, 48.82955795588387], ""type"": ""Point""}";48.82955795588387, 2.298180152858909
450070536;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE SURESNES;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.270378124561852, 48.86976507164728], ""type"": ""Point""}";48.86976507164728, 2.270378124561852
450071931;FONTAINE_BOIS;GHM Bois;;155F;QUAI DE VALMY;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3658754986552015, 48.87799999302675], ""type"": ""Point""}";48.87799999302675, 2.3658754986552015
450072259;FONTAINE_BOIS;GHM Bois;;;RUE DU MOULIN DE LA POINTE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.356806312547353, 48.82103651778016], ""type"": ""Point""}";48.82103651778016, 2.356806312547353
450072429;FONTAINE_BOIS;GHM Bois;;;AVENUE EDOUARD VAILLANT;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.254911786792602, 48.83692975594395], ""type"": ""Point""}";48.83692975594395, 2.254911786792602
450072620;FONTAINE_BOIS;GHM Bois;98F;;RUE DES COURONNES;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3879704411850367, 48.87072505233009], ""type"": ""Point""}";48.87072505233009, 2.3879704411850367
450072628;FONTAINE_BOIS;Bayard BF3;;;JARDIN SAMUEL DE CHAMPLAIN;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3922623912621863, 48.86393168187934], ""type"": ""Point""}";48.86393168187934, 2.3922623912621863
450072073;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2489726266563554, 48.870672353752724], ""type"": ""Point""}";48.870672353752724, 2.2489726266563554
450072192;FONTAINE_BOIS;GHM Bois;;153;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3871113242489206, 48.841961911456536], ""type"": ""Point""}";48.841961911456536, 2.3871113242489206
