Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450080478;FONTAINE_ARCEAU;Fontaine Arceau;;5F;PLACE DE LA NATION;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3952587166501482, 48.849222361086476], ""type"": ""Point""}";48.849222361086476, 2.3952587166501482
450072255;FONTAINE_BOIS;GHM Bois;;;MAIL DE BIEVRE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.344821349008243, 48.82979742044613], ""type"": ""Point""}";48.82979742044613, 2.344821349008243
450072294;FONTAINE_BOIS;GHM Bois;;1T Face;RUE DES SUISSES;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3146104139829853, 48.83108294752682], ""type"": ""Point""}";48.83108294752682, 2.3146104139829853
450072588;FONTAINE_BOIS;GHM Bois;;5F;RUE DE LA DUEE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.395929215891293, 48.87072661679099], ""type"": ""Point""}";48.87072661679099, 2.395929215891293
450072447;FONTAINE_BOIS;GHM Bois;;89;RUE DE TOCQUEVILLE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.306721279104163, 48.88672414143444], ""type"": ""Point""}";48.88672414143444, 2.306721279104163
450072220;FONTAINE_BOIS;GHM Bois;;;PARC DE CHOISY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3604626695906537, 48.82848669842356], ""type"": ""Point""}";48.82848669842356, 2.3604626695906537
450072224;FONTAINE_BOIS;GHM Bois;;;RUE GEORGE EASTMAN;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.359964065924547, 48.82899426690552], ""type"": ""Point""}";48.82899426690552, 2.359964065924547
450072135;FONTAINE_BOIS;Bayard D1;;;SQUARE LOUIS MAJORELLE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.381552461933467, 48.85203011612612], ""type"": ""Point""}";48.85203011612612, 2.381552461933467
450072412;FONTAINE_BOIS;GHM Bois;;;BOULEVARD DE L AMIRAL BRUIX;PARIS 16EME ARRONDISSEMENT;NON;2023-03-23T02:00:00+01:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.2817791369087757, 48.87648710509202], ""type"": ""Point""}";48.87648710509202, 2.2817791369087757
450072140;FONTAINE_BOIS;GHM Bois;;11F;AVENUE JEAN AICARD;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3811640923188855, 48.865410708691336], ""type"": ""Point""}";48.865410708691336, 2.3811640923188855
450070472;FONTAINE_BOIS;Wallace Bois;;;ROND POINT DE LA PYRAMIDE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4448350219621218, 48.83362571929914], ""type"": ""Point""}";48.83362571929914, 2.4448350219621218
450072203;FONTAINE_BOIS;Particulier;;;PASSAGE BRULON;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.380334066832189, 48.84974751605763], ""type"": ""Point""}";48.84974751605763, 2.380334066832189
450072641;FONTAINE_BOIS;GHM Bois;;47F;RUE LOUIS LUMIERE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4115029230562213, 48.86016082298565], ""type"": ""Point""}";48.86016082298565, 2.4115029230562213
450071882;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3088322592190162, 48.878513002174145], ""type"": ""Point""}";48.878513002174145, 2.3088322592190162
450072569;FONTAINE_BOIS;GHM Bois;;3F;AVENUE LA PTE D AUBERVILLIERS;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.370588177487249, 48.89916939922704], ""type"": ""Point""}";48.89916939922704, 2.370588177487249
450070523;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE LA PORTE DES SABLONS A LA PTE. MAILLOT;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.270047566404344, 48.87726577211341], ""type"": ""Point""}";48.87726577211341, 2.270047566404344
450072659;FONTAINE_BOIS;Bayard BF3;4;;RUE DU TRANSVAAL;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3863200355746104, 48.87118451514629], ""type"": ""Point""}";48.87118451514629, 2.3863200355746104
450072303;FONTAINE_BOIS;Particulier;;;RUE DES THERMOPYLES;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.319557442534415, 48.832057331546984], ""type"": ""Point""}";48.832057331546984, 2.319557442534415
450077173;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE DE LA PORTE DES LILAS;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4075376617444433, 48.87801508473805], ""type"": ""Point""}";48.87801508473805, 2.4075376617444433
450077559;FONTAINE_BOIS;GHM Bois;;;SQUARE JAILLOT;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3504216550046335, 48.8433393609385], ""type"": ""Point""}";48.8433393609385, 2.3504216550046335
450077661;FONTAINE_BOIS;Wallace Bois;;;PARC FLORAL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4474114424137947, 48.83699003382662], ""type"": ""Point""}";48.83699003382662, 2.4474114424137947
450077686;FONTAINE_BOIS;;;;AVENUE CORDIER;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3316558446331097, 48.886982367696554], ""type"": ""Point""}";48.886982367696554, 2.3316558446331097
450077695;FONTAINE_BOIS;;;;AVENUE RACHEL;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.330101599507987, 48.8879249400607], ""type"": ""Point""}";48.8879249400607, 2.330101599507987
450077698;FONTAINE_BOIS;;;;AVENUE SAMSON;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.32899405317841, 48.88877763584461], ""type"": ""Point""}";48.88877763584461, 2.32899405317841
450077739;FONTAINE_BOIS;;;;CHEMIN DI QUINCONCE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.394397886747853, 48.86183258255722], ""type"": ""Point""}";48.86183258255722, 2.394397886747853
450077741;FONTAINE_BOIS;;;;AVENUE TRANSVERSALE 3;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.397376536079605, 48.86153302757403], ""type"": ""Point""}";48.86153302757403, 2.397376536079605
450077750;FONTAINE_BOIS;;;23 face;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3934209068439825, 48.85853861658148], ""type"": ""Point""}";48.85853861658148, 2.3934209068439825
450077167;FONTAINE_BOIS;GHM Bois;;;BOULEVARD DE LA VILLETTE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.37632876418498, 48.873594261203124], ""type"": ""Point""}";48.873594261203124, 2.37632876418498
450077507;FONTAINE_BOIS;Particulier;;;RUE DE CAMBRAI;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.377832864801024, 48.895491368283466], ""type"": ""Point""}";48.895491368283466, 2.377832864801024
450077513;FONTAINE_BOIS;GHM Bois;;;RUE COMPANS;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.394464019553562, 48.87590279970511], ""type"": ""Point""}";48.87590279970511, 2.394464019553562
450077525;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.408059062323844, 48.87856882559615], ""type"": ""Point""}";48.87856882559615, 2.408059062323844
450077526;FONTAINE_BOIS;Santa Cole Atlantida;;;PASSAGE NAFISSA SID CARA;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4082761996585798, 48.87898511794673], ""type"": ""Point""}";48.87898511794673, 2.4082761996585798
450080362;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE PRINCIPALE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3891859985915906, 48.86013204460077], ""type"": ""Point""}";48.86013204460077, 2.3891859985915906
450080244;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.418073197269335, 48.90519876962487], ""type"": ""Point""}";48.90519876962487, 2.418073197269335
450080304;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;OUI;;;;"{""coordinates"": [2.3084610240265895, 48.80559378355247], ""type"": ""Point""}";48.80559378355247, 2.3084610240265895
450080308;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;OUI;;;;"{""coordinates"": [2.310282635181887, 48.80801557008444], ""type"": ""Point""}";48.80801557008444, 2.310282635181887
450080310;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;OUI;;;;"{""coordinates"": [2.3063920264085676, 48.80639420751155], ""type"": ""Point""}";48.80639420751155, 2.3063920264085676
450080165;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2024-04-02T04:00:00+02:00;;APP SANS EAU;"{""coordinates"": [2.377003792874706, 48.762198566291765], ""type"": ""Point""}";48.762198566291765, 2.377003792874706
450080255;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.417085102662438, 48.9065886083754], ""type"": ""Point""}";48.9065886083754, 2.417085102662438
450080265;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.4156522314831337, 48.9074896606912], ""type"": ""Point""}";48.9074896606912, 2.4156522314831337
450080200;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.3774842853427973, 48.765423948107845], ""type"": ""Point""}";48.765423948107845, 2.3774842853427973
450080201;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.377032245150754, 48.76155734510191], ""type"": ""Point""}";48.76155734510191, 2.377032245150754
450080202;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.3775250830013377, 48.757523062755396], ""type"": ""Point""}";48.757523062755396, 2.3775250830013377
450080711;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;RUE PIERRE MAUROY;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3577278072747783, 48.89683939854072], ""type"": ""Point""}";48.89683939854072, 2.3577278072747783
450080275;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.410826104803783, 48.90786310338815], ""type"": ""Point""}";48.90786310338815, 2.410826104803783
450080208;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;OUI;;;;"{""coordinates"": [2.3446297377529595, 48.9094274102687], ""type"": ""Point""}";48.9094274102687, 2.3446297377529595
450085035;FONTAINE_BOIS;Santa Cole Atlantida;;;PASSAGE JACQUELINE GIRAUD;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.384871444579042, 48.848573905655115], ""type"": ""Point""}";48.848573905655115, 2.384871444579042
450085052;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;15F;AVENUE JEAN AICARD;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3807569329284255, 48.86585007945306], ""type"": ""Point""}";48.86585007945306, 2.3807569329284255
450071017;FONTAINE_TOTEM;Fontaine Totem sur Brcht;;;QUAI DE L HOTEL DE VILLE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3570331218963267, 48.85331663648086], ""type"": ""Point""}";48.85331663648086, 2.3570331218963267
450019323;FONTNE_WALLACE;Caryatides;;7;BOULEVARD DU PALAIS;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3455744155900913, 48.854856079522065], ""type"": ""Point""}";48.854856079522065, 2.3455744155900913
450019285;FONTNE_WALLACE;Caryatides;;1F;BOULEVARD RICHARD LENOIR;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3694370002833693, 48.854300212763484], ""type"": ""Point""}";48.854300212763484, 2.3694370002833693
450019291;FONTNE_WALLACE;Caryatides;2F;;AVENUE DU TRONE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.399263660459305, 48.84788874656888], ""type"": ""Point""}";48.84788874656888, 2.399263660459305
450019301;FONTNE_WALLACE;Caryatides;;;PLACE LOUIS LEPINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3475708827255914, 48.855438559208814], ""type"": ""Point""}";48.855438559208814, 2.3475708827255914
450024951;FONTNE_WALLACE;Brumisante;;9F;RUE FRERES ASTIER LA VIGERIE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3630504092528195, 48.82405354004806], ""type"": ""Point""}";48.82405354004806, 2.3630504092528195
450024936;FONTNE_WALLACE;Brumisante;38F;;RUE DE LA BUTTE AUX CAILLES;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3487399978770562, 48.82749542823815], ""type"": ""Point""}";48.82749542823815, 2.3487399978770562
450019288;FONTNE_WALLACE;Brumisante;44F;;RUE JEAN PIERRE TIMBAUD;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.371870810386191, 48.86631539139403], ""type"": ""Point""}";48.86631539139403, 2.371870810386191
450024945;FONTNE_WALLACE;Brumisante;;63F;AVENUE RENE COTY;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.336117768996339, 48.82437977826482], ""type"": ""Point""}";48.82437977826482, 2.336117768996339
450070397;FONTNE_WALLACE;Brumisante;;;PLACE DES DROITS DE L ENFANT;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.332300310308697, 48.82769951101377], ""type"": ""Point""}";48.82769951101377, 2.332300310308697
450024928;FONTNE_WALLACE;Caryatides;4F;;PLACE DU GENERAL BEURET;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3030752823538245, 48.84188379345311], ""type"": ""Point""}";48.84188379345311, 2.3030752823538245
450070508;FONTNE_WALLACE;Caryatides;4;;RUE JEAN ANOUILH;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.378001710368754, 48.83165894696759], ""type"": ""Point""}";48.83165894696759, 2.378001710368754
450073014;FTNE_PETILLANTE;Fontaine pétillante;;;RUE DULAURE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.409760027702165, 48.86625251483256], ""type"": ""Point""}";48.86625251483256, 2.409760027702165
450081003;BORNE_FONTAINE;GHM Ville de Paris;;7;RUE DE LA PRESENTATION;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3769779896913334, 48.870937736571015], ""type"": ""Point""}";48.870937736571015, 2.3769779896913334
450085136;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;9 FACE;PLACE CHARLES MICHELS;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2858912669555127, 48.8468909218355], ""type"": ""Point""}";48.8468909218355, 2.2858912669555127
450085145;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;18;;PLACE NAPOLEON III;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3540110236141993, 48.880288468333156], ""type"": ""Point""}";48.880288468333156, 2.3540110236141993
450085258;FONTAINE_2EN1;Mât source;;;RUE PIERRE MAUROY;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3581544792727085, 48.89567096790893], ""type"": ""Point""}";48.89567096790893, 2.3581544792727085
450085125;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;1 FACE;RUE MARCEL SEMBAT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.338252698378609, 48.898346182498315], ""type"": ""Point""}";48.898346182498315, 2.338252698378609
450085224;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;;PLACE DES FETES;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.39441049104584, 48.87663100981497], ""type"": ""Point""}";48.87663100981497, 2.39441049104584
450071112;FONTAINE_ARCEAU;Fontaine Arceau;;3F;RUE DIDOT;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3218587527451815, 48.83406656678856], ""type"": ""Point""}";48.83406656678856, 2.3218587527451815
450073011;FONTAINE_ARCEAU;Fontaine Arceau;;45F;QUAI DE LA SEINE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3741576571792886, 48.88627783847406], ""type"": ""Point""}";48.88627783847406, 2.3741576571792886
450025581;FONTAINE_BOIS;Wallace Bois;;;ILE DE REUILLY;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4153396930269677, 48.83013559330251], ""type"": ""Point""}";48.83013559330251, 2.4153396930269677
450070931;FONTAINE_BOIS;Wallace Bois;;;ROUTE DU PESAGE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.44534909596681, 48.820810595439575], ""type"": ""Point""}";48.820810595439575, 2.44534909596681
450072608;FONTAINE_BOIS;GHM Bois;;303;RUE DES PYRENEES;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3932715366147, 48.86997389425432], ""type"": ""Point""}";48.86997389425432, 2.3932715366147
450072349;FONTAINE_BOIS;Particulier;1;;RUE PLATON;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.310581102960896, 48.83761493128143], ""type"": ""Point""}";48.83761493128143, 2.310581102960896
450072297;FONTAINE_BOIS;GHM Bois;;;SQUARE DU CARDINAL WYSZYNSKI;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.316347497060999, 48.83630902859873], ""type"": ""Point""}";48.83630902859873, 2.316347497060999
450072173;FONTAINE_BOIS;GHM Bois;;;RUE DE L AMBROISIE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3848755754729387, 48.83397650895147], ""type"": ""Point""}";48.83397650895147, 2.3848755754729387
450072236;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DES GRANDS MOULINS;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3790389396357794, 48.828764115776984], ""type"": ""Point""}";48.828764115776984, 2.3790389396357794
450072110;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE LA SEINE A LA BUTTE-MORTEMART;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.247834784283397, 48.85278660956407], ""type"": ""Point""}";48.85278660956407, 2.247834784283397
450072210;FONTAINE_BOIS;Particulier;;57F;RUE DE CROULEBARBE;PARIS 13EME ARRONDISSEMENT;NON;2024-07-15T04:00:00+02:00;;SANS CONDUITE;"{""coordinates"": [2.3490014846946923, 48.83192452256922], ""type"": ""Point""}";48.83192452256922, 2.3490014846946923
450072222;FONTAINE_BOIS;GHM Bois;;;PARC DE CHOISY;PARIS 13EME ARRONDISSEMENT;NON;2024-08-29T04:00:00+02:00;2024-09-13T04:00:00+02:00;APP A REPARER;"{""coordinates"": [2.360803080883775, 48.827975737961594], ""type"": ""Point""}";48.827975737961594, 2.360803080883775
450072535;FONTAINE_BOIS;Particulier;;23F;RUE DES GARDES;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.353111752308674, 48.88623460285988], ""type"": ""Point""}";48.88623460285988, 2.353111752308674
450072574;FONTAINE_BOIS;GHM Bois;;;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3875082545112214, 48.88074485123654], ""type"": ""Point""}";48.88074485123654, 2.3875082545112214
450072152;FONTAINE_BOIS;GHM Bois;;11;CITE DE PHALSBOURG;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.385418321658521, 48.855807106340706], ""type"": ""Point""}";48.855807106340706, 2.385418321658521
450072331;FONTAINE_BOIS;GHM Bois;;;SQUARE GERBERT;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.297905379388302, 48.839976144829706], ""type"": ""Point""}";48.839976144829706, 2.297905379388302
450072582;FONTAINE_BOIS;GHM Bois;;;ALLEE DES ORGUES DE FLANDRE;PARIS 19EME ARRONDISSEMENT;NON;2023-12-13T02:00:00+01:00;;APP SANS EAU;"{""coordinates"": [2.3736675925919197, 48.88990289260995], ""type"": ""Point""}";48.88990289260995, 2.3736675925919197
450072456;FONTAINE_BOIS;Particulier;;;SQUARE ERNEST CHAUSSON;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3249216796983987, 48.88751504501735], ""type"": ""Point""}";48.88751504501735, 2.3249216796983987
450072342;FONTAINE_BOIS;GHM Bois;50F;;RUE BLOMET;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.305750720640026, 48.84212351400385], ""type"": ""Point""}";48.84212351400385, 2.305750720640026
450072415;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;69F;AVENUE FOCH;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.279554622917566, 48.87194664426866], ""type"": ""Point""}";48.87194664426866, 2.279554622917566
450072148;FONTAINE_BOIS;GHM Bois;;;JARDIN EMILE GALLE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3909662281454134, 48.853671297182665], ""type"": ""Point""}";48.853671297182665, 2.3909662281454134
450072548;FONTAINE_BOIS;GHM Bois;;35F;RUE CHARLES HERMITE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3660392053085, 48.900249345483296], ""type"": ""Point""}";48.900249345483296, 2.3660392053085
450072541;FONTAINE_BOIS;GHM Bois;;29F;RUE JOSEPH DE MAISTRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3310970441973073, 48.89174219991042], ""type"": ""Point""}";48.89174219991042, 2.3310970441973073
450071863;FONTAINE_BOIS;GHM Bois;;;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3165041301142626, 48.86642655190704], ""type"": ""Point""}";48.86642655190704, 2.3165041301142626
450071865;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE LOUIS XVI;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.323399933550546, 48.87390992838618], ""type"": ""Point""}";48.87390992838618, 2.323399933550546
450072637;FONTAINE_BOIS;GHM Bois;;;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4100886905047227, 48.85265594538851], ""type"": ""Point""}";48.85265594538851, 2.4100886905047227
450072638;FONTAINE_BOIS;GHM Bois;;;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.409166256804789, 48.852114052521294], ""type"": ""Point""}";48.852114052521294, 2.409166256804789
450071874;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.31057994602103, 48.87867565042921], ""type"": ""Point""}";48.87867565042921, 2.31057994602103
450072644;FONTAINE_BOIS;GHM Bois;;;RUE DU COMMANDANT L HERMINIER;PARIS 20EME ARRONDISSEMENT;NON;2021-08-16T04:00:00+02:00;;INACCESSIBLE;"{""coordinates"": [2.416115893846494, 48.84876495783967], ""type"": ""Point""}";48.84876495783967, 2.416115893846494
450072655;FONTAINE_BOIS;GHM Bois;;11F;RUE DE LESSEPS;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4004022345193117, 48.85908360418808], ""type"": ""Point""}";48.85908360418808, 2.4004022345193117
450077663;FONTAINE_BOIS;Wallace Bois;;;PARC FLORAL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.447948719961556, 48.837449865476344], ""type"": ""Point""}";48.837449865476344, 2.447948719961556
450077664;FONTAINE_BOIS;Wallace Bois;;;PARC FLORAL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.448517415285701, 48.83828851661994], ""type"": ""Point""}";48.83828851661994, 2.448517415285701
450077668;FONTAINE_BOIS;Ville de Paris Bois;;;CHEMIN DU PARC DE CHARONNE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.403623397508888, 48.86061996941265], ""type"": ""Point""}";48.86061996941265, 2.403623397508888
450077681;FONTAINE_BOIS;;;;RUE SAINT VINCENT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3391781217615195, 48.88889047031526], ""type"": ""Point""}";48.88889047031526, 2.3391781217615195
450077701;FONTAINE_BOIS;;;;AVENUE DES JARDINS;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3196260463296237, 48.89829277562586], ""type"": ""Point""}";48.89829277562586, 2.3196260463296237
450077721;FONTAINE_BOIS;;;;BOULEVARD EDGAR QUINET;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3262014626804337, 48.83839607338289], ""type"": ""Point""}";48.83839607338289, 2.3262014626804337
450077752;FONTAINE_BOIS;;;;AVENUE LATERALE DU NORD;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.392481478606962, 48.86140250639435], ""type"": ""Point""}";48.86140250639435, 2.392481478606962
450077420;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DU CHAMP D ENTRAINEMENT;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2511981411113045, 48.87347600053393], ""type"": ""Point""}";48.87347600053393, 2.2511981411113045
450077421;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2490032301045995, 48.87251265781866], ""type"": ""Point""}";48.87251265781866, 2.2490032301045995
450077084;FONTAINE_BOIS;Bayard D1;;77;RUE D ALLERAY;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3081071463500917, 48.836571971205096], ""type"": ""Point""}";48.836571971205096, 2.3081071463500917
450077514;FONTAINE_BOIS;Particulier;;;RUE PIXERECOURT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3952414590266287, 48.8745347878091], ""type"": ""Point""}";48.8745347878091, 2.3952414590266287
450080486;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;31;RUE DE LA CHAPELLE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.359453915883392, 48.89257776190759], ""type"": ""Point""}";48.89257776190759, 2.359453915883392
